files	numero_controle_pncp	tamanho (MB)	url
2db8c2abb3765caffa5eb6586b14ee18_1726755746985.xlsx	00360305000104-1-000174/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/00360305000104/compras/2024/174/arquivos/1
Autorizacao+de+Despesa+e+Inexigibilidade+-+assinada.pdf	00038166000105-1-000249/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/00038166000105/compras/2024/249/arquivos/1
100%2F2024.pdf	00038166000105-1-000249/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/00038166000105/compras/2024/249/arquivos/2
Edital.pdf	07954480000179-1-019428/2024	0.37	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19428/arquivos/1
PE20241138SESA.pdf	07954480000179-1-019428/2024	0.29	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19428/arquivos/2
ANEXO+DE+ITENS_PREGAO_20241138.pdf	07954480000179-1-019428/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19428/arquivos/3
Dispensa+P%26D+n+90018_2024+-+Reagentes+e+consumiveis+de+laboratorio.pdf	00348003000110-1-000842/2024	0.45	https://pncp.gov.br/pncp-api/v1/orgaos/00348003000110/compras/2024/842/arquivos/1
63864249571014340816119_1_16119_DFD.pdf	04204318000145-1-001176/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1176/arquivos/1
63864249639055886216119_3_16119_DFD.pdf	04204318000145-1-001176/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1176/arquivos/2
63864592926617053515982_Orcamento+pirulitos.pdf	04204318000145-1-001176/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1176/arquivos/3
63864592932337126316119_5_15982_DFD.pdf	04204318000145-1-001176/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1176/arquivos/4
63864619645294942763864529088686520216145_Ima.pdf	04204318000145-1-001189/2024	0.26	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1189/arquivos/1
63864619650399401816192_2_16145_DFD.pdf	04204318000145-1-001189/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1189/arquivos/2
63864618547437023963863982726583532816058_Ima.pdf	04204318000145-1-001188/2024	0.36	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1188/arquivos/1
63864618551919681516191_2_16058_DFD.pdf	04204318000145-1-001188/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1188/arquivos/2
63864617496460048563864512023832066016020_PRO.pdf	04204318000145-1-001187/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1187/arquivos/1
63864617496467593763864512232692723116020_Car..pdf	04204318000145-1-001187/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1187/arquivos/2
63864617500885044716186_3_16020_DFD.pdf	04204318000145-1-001187/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1187/arquivos/3
63864617111018361716003_Doc1CC.pdf	04204318000145-1-001186/2024	0.21	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1186/arquivos/1
63864615571914636416183_20241015155238723%5B1%5D.pdf	04204318000145-1-001185/2024	0.81	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1185/arquivos/1
63864613622540715616181_20241015151733884%5B1%5D.pdf	04204318000145-1-001184/2024	0.82	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1184/arquivos/1
63864615984486555416183_20241015160316856%5B1%5D.pdf	04204318000145-1-001185/2024	0.81	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1185/arquivos/2
99786685a57fb6d5b513cec42a64f191_1726240485165.zip, Anexos do Edital/Anexo I - Termo de Referência UNI BELO HORIZONTE.docx, Anexos do Edital/Modelo III-A - Planilha Proposta.xlsx, Anexos do Edital/Modelo IV - Planilha de Composiç╞o de Custos.xlsx	00360305000104-1-000166/2024	4.33	https://pncp.gov.br/pncp-api/v1/orgaos/00360305000104/compras/2024/166/arquivos/1
63864614328076912916181_20241015153332651%5B1%5D.pdf	04204318000145-1-001184/2024	0.83	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1184/arquivos/2
63864617115302586816185_2_16003_DFD.pdf	04204318000145-1-001186/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1186/arquivos/2
63864611442627975315992_Image_20241002_0001.pdf	04204318000145-1-001183/2024	0.26	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1183/arquivos/1
63864611447955227816180_3_15992_DFD.pdf	04204318000145-1-001183/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1183/arquivos/3
63864594216771456015918_Orcamento+Itens+Van+S.pdf	04204318000145-1-001179/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1179/arquivos/1
63864611442637290015992_WhatsAppS.pdf	04204318000145-1-001183/2024	0.79	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1183/arquivos/2
63864594216795329515918_TERMO+DE+RESPONSABILI..pdf	04204318000145-1-001179/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1179/arquivos/2
63864594221800165816165_3_15918_DFD.pdf	04204318000145-1-001179/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1179/arquivos/3
63864610894617019615998_AGRICULTURA+%2842%29.pdf	04204318000145-1-001182/2024	0.62	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1182/arquivos/1
63864610901133640616179_2_15998_DFD.pdf	04204318000145-1-001182/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1182/arquivos/2
63864592291051750116162_1_16082_DFD.pdf	04204318000145-1-001178/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1178/arquivos/1
63864593579641211716162_20241015095110451.pdf	04204318000145-1-001178/2024	2.33	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1178/arquivos/2
63864594853967275715924_Termo+Responsabilidad.docx	04204318000145-1-001180/2024	0.43	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1180/arquivos/1
63864594859963337616166_3_15924_DFD.pdf	04204318000145-1-001180/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1180/arquivos/2
63864591773176181316161_1_15923_DFD.pdf	04204318000145-1-001177/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1177/arquivos/1
103165_BDI.pdf	87613071000148-1-000555/2024	0.33	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/2
63864593037743468716161_20241015093259975.pdf	04204318000145-1-001177/2024	2.06	https://pncp.gov.br/pncp-api/v1/orgaos/04204318000145/compras/2024/1177/arquivos/2
103165_1_101399_DFD.pdf	87613071000148-1-000555/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/1
103165_ENCARGOS+SOCIAIS.pdf	87613071000148-1-000555/2024	0.66	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/3
103165_RESTINGA+SECA+2024+-+COMPOSICOES+%281%29.pdf	87613071000148-1-000555/2024	0.74	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/4
68cb5cc1683dabbb0179db331fff79b1_1726230187983.zip, Anexo I - Termo de Referência v3 e seus Apêndices.pdf, Anexo IX - Relaç╞o Unidades.xlsx, Edital - LC 293-2024.pdf	00360305000104-1-000169/2024	6.83	https://pncp.gov.br/pncp-api/v1/orgaos/00360305000104/compras/2024/169/arquivos/1
103165_RESTINGA+SECA+2024+-+COTACOES+%281%29.pdf	87613071000148-1-000555/2024	0.73	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/5
103165_RESTINGA+SECA+2024+-+CRONOGRAMA+FISICO..pdf	87613071000148-1-000555/2024	0.31	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/6
103165_RESTINGA+SECA+2024+-+MEMORIAL+DE+CALCU..pdf	87613071000148-1-000555/2024	0.37	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/7
103165_RESTINGA+SECA+2024+-+ORCAMENTO+%281%29.pdf	87613071000148-1-000555/2024	0.50	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/8
103165_PRANCHA+2.pdf	87613071000148-1-000555/2024	0.46	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/10
103165_PRANCHA+3.pdf	87613071000148-1-000555/2024	0.22	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/11
103165_PRANCHA+1.pdf	87613071000148-1-000555/2024	1.25	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/9
103165_PRANCHA+4.pdf	87613071000148-1-000555/2024	1.08	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/12
103165_PRANCHA+5.pdf	87613071000148-1-000555/2024	0.88	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/13
103165_PRANCHA+6.pdf	87613071000148-1-000555/2024	1.76	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/14
103165_042+-+Edital.doc	87613071000148-1-000555/2024	0.24	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/15
103165_AV+-DOM.pdf	87613071000148-1-000555/2024	0.34	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/16
103165_ATA+DE+JULGAMENTO+DE+IMPUGNACAO.pdf	87613071000148-1-000555/2024	0.60	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/18
103165_AV+-+SUSPENSAO+-+JOC.pdf	87613071000148-1-000555/2024	0.37	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/19
103883_1_103838_DFD.pdf	87613071000148-1-000636/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/1
103165_AV+DOM+-+ALTE.+E+REAGENDAMENTO.pdf	87613071000148-1-000555/2024	0.13	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/20
103165_AV+-+JOC.pdf	87613071000148-1-000555/2024	1.57	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/555/arquivos/17
103883_RUA+MARECHAL+FLORIANO+2024+-+CRONOGRAM..pdf	87613071000148-1-000636/2024	0.30	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/2
103883_RUA+MARECHAL+FLORIANO+2024+-+BDI+%281%29.pdf	87613071000148-1-000636/2024	0.40	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/3
103883_RUA+MARECHAL+FLORIANO+2024+-+ENCARGOS+..pdf	87613071000148-1-000636/2024	0.83	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/4
103883_RUA+MARECHAL+FLORIANO+2024+-+ORCAMENTO..pdf	87613071000148-1-000636/2024	0.47	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/5
103883_RUA+MARECHAL+FLORIANO+2024+-+COMPOSICO..pdf	87613071000148-1-000636/2024	0.72	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/7
103883_RUA+MARECHAL+FLORIANO+2024+-+ETP+%281%29.pdf	87613071000148-1-000636/2024	1.17	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/6
103883_RUA+MARECHAL+FLORIANO+2024+-+COTACOES+..pdf	87613071000148-1-000636/2024	0.72	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/8
103883_PROJETO+I.pdf	87613071000148-1-000636/2024	0.80	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/9
103883_PROJETO+II.pdf	87613071000148-1-000636/2024	0.98	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/10
103883_RUA+MARECHAL+FLORIANO+2024+-+MEMORIAL+..pdf	87613071000148-1-000636/2024	0.84	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/11
638633759269497476103883_049+-+Edital.doc	87613071000148-1-000636/2024	0.24	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/12
638633759668483725103883_AV-++DOM.pdf	87613071000148-1-000636/2024	0.13	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/13
638633835763725922103883_AV+-+DOU.pdf	87613071000148-1-000636/2024	0.18	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/14
638633837909718232103883_AV+-+JOC.pdf	87613071000148-1-000636/2024	0.43	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/15
638646160805988975103883_ATA+DA+CONCORRENCIA.pdf	87613071000148-1-000636/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/16
638646161147486795homologacao_103883.pdf	87613071000148-1-000636/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/636/arquivos/17
638636388489838668103836_Orcamentos+Painel.xlsx	87613071000148-1-000655/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/655/arquivos/1
638636388489909475103836_Orcamentos+Licitacon..xlsx	87613071000148-1-000655/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/87613071000148/compras/2024/655/arquivos/2
Autorizacao+de+Despesa+e+Inexigibilidade+-+assinada.pdf	00038166000105-1-000248/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/00038166000105/compras/2024/248/arquivos/1
101%2F2024.pdf	00038166000105-1-000248/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/00038166000105/compras/2024/248/arquivos/2
EDITAL.pdf	07954480000179-1-019427/2024	0.28	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19427/arquivos/1
ANEXO+DE+ITENS_PREGAO_20240124.pdf	07954480000179-1-019427/2024	0.05	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19427/arquivos/2
PE20240124CAGECE.pdf	07954480000179-1-019427/2024	0.60	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19427/arquivos/3
AVISO_DE_DISPENSA_ELETRONICA_004.2024_-_TERMO_DE_REFERENCIA_-_SERVICO_VISTORIA_E_LAUDO_EM_ELEVADORES_THYSSENKRUPP.pdf	27080530000143-1-002373/2024	0.96	https://pncp.gov.br/pncp-api/v1/orgaos/27080530000143/compras/2024/2373/arquivos/1
DOCUMENTO_DE_FORMALIZACAO_DA_DEMANDA_-_DFD_-_AUDITORIA_E_VISTORIA_TECNICA_DOS_ELEVADORES.pdf	27080530000143-1-002373/2024	0.17	https://pncp.gov.br/pncp-api/v1/orgaos/27080530000143/compras/2024/2373/arquivos/2
38_-_TERMO_DE_REFERENCIA_-_VISTORIA_E_LAUDO_ELEVADORES_-_v4.pdf	27080530000143-1-002373/2024	0.24	https://pncp.gov.br/pncp-api/v1/orgaos/27080530000143/compras/2024/2373/arquivos/3
ORDEM_DE_FORNECIMENTO_N_2024.000025.16101.04_-_PRESTACAO_SERVICOS_DE_VISTORIA_EM_ELEVADORES_-_EWALD_VOLPE_SOLUCOES_EM_ELEVADORES_LTDA.pdf	27080530000143-1-002373/2024	0.15	https://pncp.gov.br/pncp-api/v1/orgaos/27080530000143/compras/2024/2373/arquivos/5
TERMO_DE_ADJUDICACAO_E_HOMOLOGACAO_-_AVISO_DISPENSA_ELETRONICA_N_004_2024_-_COTACAO_ELETRONICA_SIGA_N_1723_2024.pdf	27080530000143-1-002373/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/27080530000143/compras/2024/2373/arquivos/4
NE_374_-_EWALD_%26_VOLPE_SOLUCOES_EM_ELEVADORES_LTDA.pdf	27080530000143-1-002373/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/27080530000143/compras/2024/2373/arquivos/6
Edital.pdf	07954480000179-1-019426/2024	0.49	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19426/arquivos/1
ANEXO+DE+ITENS_PREGAO_20240005.pdf	07954480000179-1-019426/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19426/arquivos/2
PE20240005CBMCE.pdf	07954480000179-1-019426/2024	0.35	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19426/arquivos/3
EDITAL_DE_CONCORRENCIA_ELETRONICA__ESCOLA_FRANCISCO_PINTO.pdf	18715458000192-1-000029/2024	20.64	https://pncp.gov.br/pncp-api/v1/orgaos/18715458000192/compras/2024/29/arquivos/1
orcamentoodonto.pdf	92969856000198-1-000316/2024	0.20	https://pncp.gov.br/pncp-api/v1/orgaos/92969856000198/compras/2024/316/arquivos/1
EDITAL0762024_OK.pdf	18423582000184-1-000179/2024	0.48	https://pncp.gov.br/pncp-api/v1/orgaos/18423582000184/compras/2024/179/arquivos/1
11%2F2024.pdf	10783898000175-1-000163/2024	0.14	https://pncp.gov.br/pncp-api/v1/orgaos/10783898000175/compras/2024/163/arquivos/3
EDITAL.pdf	07954480000179-1-019425/2024	0.24	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19425/arquivos/1
31%2F2024.pdf	10783898000175-1-000163/2024	0.20	https://pncp.gov.br/pncp-api/v1/orgaos/10783898000175/compras/2024/163/arquivos/4
ANEXO+DE+ITENS_PREGAO_20240793.pdf	07954480000179-1-019425/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19425/arquivos/2
Termo+de+Referencia.pdf	10783898000175-1-000163/2024	0.24	https://pncp.gov.br/pncp-api/v1/orgaos/10783898000175/compras/2024/163/arquivos/1
16%2F2024.pdf	10783898000175-1-000163/2024	0.05	https://pncp.gov.br/pncp-api/v1/orgaos/10783898000175/compras/2024/163/arquivos/2
Edital.pdf	07954480000179-1-019424/2024	0.37	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19424/arquivos/1
PE20241130SESA.pdf	07954480000179-1-019424/2024	0.51	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19424/arquivos/2
ANEXO+DE+ITENS_PREGAO_20241130.pdf	07954480000179-1-019424/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19424/arquivos/3
EDITAL.pdf	07954480000179-1-019423/2024	0.76	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19423/arquivos/1
ANEXO+DE+ITENS_PREGAO_20241083.pdf	07954480000179-1-019423/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19423/arquivos/3
PE20241083SESA.pdf	07954480000179-1-019423/2024	1.00	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19423/arquivos/2
EDITAL.pdf	07954480000179-1-019422/2024	0.17	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19422/arquivos/1
PE20241093SESA.pdf	07954480000179-1-019422/2024	0.37	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19422/arquivos/2
ANEXO+DE+ITENS_PREGAO_20241093.pdf	07954480000179-1-019422/2024	0.02	https://pncp.gov.br/pncp-api/v1/orgaos/07954480000179/compras/2024/19422/arquivos/3
63863637585606855817934_7_17528_DFD.pdf	91573048000144-1-000230/2024	0.11	https://pncp.gov.br/pncp-api/v1/orgaos/91573048000144/compras/2024/230/arquivos/1
63863637590909489217934_8_17718_DFD.pdf	91573048000144-1-000230/2024	0.10	https://pncp.gov.br/pncp-api/v1/orgaos/91573048000144/compras/2024/230/arquivos/2
63864596527162503417934_PROPOSTA.pdf	91573048000144-1-000230/2024	0.34	https://pncp.gov.br/pncp-api/v1/orgaos/91573048000144/compras/2024/230/arquivos/3
63864596573466325863864596561339978917934_PRO..pdf	91573048000144-1-000230/2024	0.39	https://pncp.gov.br/pncp-api/v1/orgaos/91573048000144/compras/2024/230/arquivos/4
63864596629393796817934_Prefeitura+Municipal+..pdf	91573048000144-1-000230/2024	0.12	https://pncp.gov.br/pncp-api/v1/orgaos/91573048000144/compras/2024/230/arquivos/6
63864596604351051117934_PARECER+E+HOMOLOGACAO.pdf	91573048000144-1-000230/2024	0.79	https://pncp.gov.br/pncp-api/v1/orgaos/91573048000144/compras/2024/230/arquivos/5
63864591081227595949961_1_49961_DFD.pdf	10589926000118-1-000009/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/10589926000118/compras/2024/9/arquivos/1
63864591587014603449961_Proposta+inex+88.pdf	10589926000118-1-000009/2024	0.08	https://pncp.gov.br/pncp-api/v1/orgaos/10589926000118/compras/2024/9/arquivos/2
63864591699759050649961_Notoria+especalizacao..pdf	10589926000118-1-000009/2024	7.61	https://pncp.gov.br/pncp-api/v1/orgaos/10589926000118/compras/2024/9/arquivos/3
63864591789136282749961_AUTORIZACAO+PREFEITO+..doc	10589926000118-1-000009/2024	0.09	https://pncp.gov.br/pncp-api/v1/orgaos/10589926000118/compras/2024/9/arquivos/4
63864592138241893149961_comprovante+publicaca..pdf	10589926000118-1-000009/2024	0.04	https://pncp.gov.br/pncp-api/v1/orgaos/10589926000118/compras/2024/9/arquivos/5
63864532759793804822553_1_21765_DFD.pdf	89971758000180-1-000973/2024	0.03	https://pncp.gov.br/pncp-api/v1/orgaos/89971758000180/compras/2024/973/arquivos/1
63864532821029130722553_AUTORIZACAO+INEXIGIBI..docx	89971758000180-1-000973/2024	0.23	https://pncp.gov.br/pncp-api/v1/orgaos/89971758000180/compras/2024/973/arquivos/2
63864533025564604122553_241014171947.pdf	89971758000180-1-000973/2024	0.37	https://pncp.gov.br/pncp-api/v1/orgaos/89971758000180/compras/2024/973/arquivos/3
63864533411298993322553_DECISAO+ADMINISTRATIV..docx	89971758000180-1-000973/2024	0.23	https://pncp.gov.br/pncp-api/v1/orgaos/89971758000180/compras/2024/973/arquivos/5
63864533105691288322553_241014172002.pdf	89971758000180-1-000973/2024	2.64	https://pncp.gov.br/pncp-api/v1/orgaos/89971758000180/compras/2024/973/arquivos/4
